NTACode,income_score,car_score,bus_subway_score,reliability_score,ridership_score,index_score
QN1205,0.5935188667418829,0.41290322580645167,1.0,0.9154809179271842,0.26739493524304997,0.621761
QN1206,0.6738463993070989,0.46709677419354834,1.0,0.831044954061039,0.36282992821521504,0.659104
QN1301,0.535086669629731,0.16645161290322585,1.0,0.7295100247656333,0.6867972438489368,0.613848
QN1302,0.5595177043089792,0.29548387096774187,1.0,0.742198132772306,0.7730533526879754,0.664917
QN1303,0.5847436379591324,0.41161290322580646,1.0,0.7523374688368012,0.5487608907392819,0.651111
QN1304,0.5113793064150342,0.34967741935483876,1.0,0.9143245882565973,0.6256300038128269,0.660055
QN1305,0.523527869898686,0.34838709677419355,1.0,0.8811225832193501,0.214541866985456,0.575636
QN1306,0.5315281434123105,0.37290322580645163,0.9565,0.9047325767501513,0.22055499084622385,0.578584
QN1307,0.5133907711944568,0.32387096774193547,1.0,0.8538528631136401,0.20622944453367403,0.562446
QN1371,,,1.0,0.9132465817724613,0.25441425877765267,0.38787
QN1401,0.7662142295463092,0.4554838709677419,,,,0.28265
QN1402,0.8430145759969002,0.47096774193548385,,,,0.304947
QN1403,0.4689676000319099,0.2503225806451612,,,,0.167306
QN1491,,,,,,0.0
QN8081,,,,,,0.0
QN8191,,,0.75,0.1557334199662842,0.6751881624670648,0.308398
QN8291,,,1.0,0.5998597980989322,0.48120921858003185,0.386221
QN8381,,,,,,0.0
QN8491,,,,,,0.0
QN8492,,,,,,0.0
SI0101,0.7558634483230195,0.6141935483870967,0.9897,0.8191334967599613,0.051579363829760735,0.64293
SI0102,0.8806853795571359,0.552258064516129,0.9701,0.8142499358867877,0.051199016143866835,0.65702
SI0103,0.7406805930687089,0.41161290322580646,0.9804,0.8921219169902471,0.10482585880096876,0.618356
SI0104,0.6114852929444881,0.37548387096774194,1.0,0.815004359496717,0.07144415061138842,0.564508
SI0105,0.5046554298152643,0.2451612903225806,1.0,0.8705930010006434,0.04627478657155833,0.51504
SI0106,0.6769034838797907,0.3651612903225806,1.0,0.8615315431167906,0.04969827147018846,0.581428
SI0107,0.692932521909581,0.37548387096774194,,,,0.24833
SI0191,,,1.0,0.8104075834189365,0.15342482545534442,0.352246
SI0201,0.7190331293377552,0.4309677419354838,0.9789,0.8946999869259674,0.12004599260743125,0.619946
SI0202,0.6231523584851903,0.3870967741935484,0.9741,0.8883005328418242,0.10191989717713389,0.581657
SI0203,0.5570845726919439,0.28903225806451616,1.0,0.8215099301591209,0.039211616004679824,0.528146
SI0204,0.6115992569546538,0.25806451612903225,1.0,0.8719395402321234,0.05815568855512316,0.546935
SI0291,,,1.0,0.78119476525058,0.07478304818348483,0.332136
SI0301,0.499509954756288,0.32387096774193547,0.9726,0.8687467167749542,0.10758417511384713,0.536001
SI0302,0.4472745506968899,0.24903225806451612,0.982,0.829756083628787,0.06272665638624056,0.495034
SI0303,0.5569478158797452,0.09419354838709693,1.0,0.7591204668336945,0.0028203775524682203,0.472508
SI0304,0.5508336467343613,0.23096774193548386,0.969,0.8360910241533428,0.03151824290091195,0.509419
SI0305,0.4159629389038941,0.13935483870967758,0.9639,0.7222405751512017,0.02231904646299096,0.437442
SI0391,,0.0,1.0,0.7013568261095073,0.0,0.305204
SI9561,0.7833373220736891,,1.0,0.8740679859651854,0.004687528159152981,0.527882
SI9591,,,,,,0.0
SI9592,,0.43354838709677423,1.0,0.8604636469097515,0.16183522338476297,0.448146
SI9593,,,1.0,0.9069959996310637,0.15720511927649744,0.36749
